"id" "values" "real_avg" "alpha_0.25" "alpha_0.5" "alpha_0.75" "alpha_0.05" "alpha_0.95" "closest_id" "closest_difference"
84 30 50.25 37.5208008086611 45.826752466627 53.0478800104624 31.3558923208284 49.0220414786858 5 1.22795852131423
85 100 50.8352941176471 84.3802002021653 72.9133762333135 64.7859100078468 96.5677946160414 51.5709394047515 5 0.735645287104433
86 59 50.9302325581395 65.3450500505413 65.9566881166567 63.3394325058851 60.8783897308021 51.9423924345139 5 1.01215987637438
87 75 51.2068965517241 72.5862625126353 70.4783440583284 66.2545743794138 74.2939194865401 53.0952728127882 5 1.88837626106409
88 66 51.375 67.6465656281588 68.2391720291642 66.1909307845604 66.414695974327 53.7405091721488 5 2.36550917214882
89 47 51.3258426966292 52.1616414070397 57.6195860145821 61.3931980884203 47.9707347987164 53.4034837135414 1 0.835798710410486
90 19 50.9666666666667 27.2904103517599 38.309793007291 50.7948985663152 20.4485367399358 51.6833095278643 3 0.171768100351464
91 39 50.8351648351648 36.07260258794 38.6548965036455 47.8461739247364 38.0724268369968 51.0491440514711 5 0.213979216306257
92 83 51.1847826086957 71.268150646985 60.8274482518228 56.6346304435523 80.7536213418498 52.6466868488976 5 1.46190424020189
93 32 50.9784946236559 41.8170376617462 46.4137241259114 50.4759728326642 34.4376810670925 51.6143525064527 3 0.5025217909917
94 56 51.031914893617 52.4542594154366 51.2068620629557 51.8569796244982 54.9218840533546 51.83363488113 2 0.174947169338665
95 1 50.5052631578947 13.8635648538591 26.1034310314778 39.1427347183736 3.69609420266773 49.2919531370735 5 1.2133100208212
96 80 50.8125 63.4658912134648 53.0517155157389 49.3570510387802 76.1848047101334 50.8273554802199 5 0.0148554802198575
97 1 50.298969072165 16.6164728033662 27.0258577578695 37.2677882790852 4.75924023550667 48.3359877062089 5 1.96298136595609
98 34 50.1326530612245 29.6541182008415 30.5129288789347 36.4508412093139 32.5379620117753 47.6191883208984 5 2.51346474032608
99 52 50.1515151515152 46.4135295502104 41.2564644394674 40.3381309069854 51.0268981005888 47.8382289048535 4 0.875382949073604
100 72 50.37 65.6033823875526 56.6282322197337 48.2535981802391 70.9513449050294 49.0463174596108 5 1.32368254038919
101 86 50.7227722772277 80.9008455968881 71.3141161098668 57.6901986351793 85.2475672452515 50.8940015866303 5 0.171229309402555
102 4 50.2647058823529 23.225211399222 37.6570580549334 44.2676489763845 8.06237836226257 48.5493015072988 5 1.71540437505418
103 64 50.3980582524272 53.8063028498055 50.8285290274667 49.2007367322884 61.2031189181131 49.3218364319338 2 0.430470775039524
104 68 50.5673076923077 64.4515757124514 59.4142645137334 53.9005525492163 67.6601559459057 50.2557446103371 5 0.311563081970554
105 68 50.7333333333333 67.1128939281128 63.7071322568667 57.4254144119122 67.9830077972953 51.1429573798203 5 0.409624046486954
106 17 50.4150943396226 29.5282234820282 40.3535661284333 47.3190608089342 19.5491503898648 49.4358095108293 5 0.979284828793368
107 38 50.2990654205608 35.8820558705071 39.1767830642167 44.9892956067006 37.0774575194932 48.8640190352878 5 1.43504638527295
108 37 50.1759259259259 36.7205139676268 38.0883915321083 42.9919717050255 37.0038728759747 48.2708180835234 5 1.90510784240251
109 61 50.2752293577982 54.9301284919067 49.5441957660542 47.4939787787691 59.8001936437987 48.9072771793472 2 0.731033591744009
110 65 50.4090909090909 62.4825321229767 57.2720978830271 51.8704840840768 64.7400096821899 49.7119133203799 5 0.697177588711035
111 49 50.3963963963964 52.3706330307442 53.1360489415135 51.1528630630576 49.7870004841095 49.6763176543609 4 0.609395912286914
112 2 49.9642857142857 14.592658257686 27.5680244707568 38.8646472972932 4.38935002420548 47.2925017716428 5 2.67178394264288
113 40 49.8761061946903 33.6481645644215 33.7840122353784 39.1484854729699 38.2194675012103 46.9278766830607 5 2.94822951162957
114 95 50.2719298245614 79.6620411411054 64.3920061176892 53.1113641047274 92.1609733750605 49.3314828489077 5 0.940446975653735
115 71 50.4521739130435 73.1655102852763 67.6960030588446 57.5835230785456 72.058048668753 50.4149087064623 5 0.0372652065811963
116 32 50.2931034482759 42.2913775713191 49.8480015294223 51.1876423089092 34.0029024334376 49.4941632711392 2 0.445101918853574
117 4 49.8974358974359 13.5728443928298 26.9240007647111 39.3907317316819 5.50014512167188 47.2194551075822 5 2.67798078985368
118 6 49.5254237288136 7.89321109820744 16.4620003823556 31.0430487987614 5.97500725608359 45.1584823522031 5 4.36694137661046
119 18 49.2605042016807 15.4733027745519 17.2310001911778 27.7822865990711 17.3987503628042 43.8005582345929 5 5.45994596708774
120 92 49.6166666666667 72.868325693638 54.6155000955889 43.8367149493033 88.2699375181402 46.2105303228633 5 3.40613634380338
121 91 49.9586776859504 86.4670814234095 72.8077500477944 55.6275362119775 90.863496875907 48.4500038067201 5 1.50867387923029
122 61 50.0491803278689 67.3667703558524 66.9038750238972 56.9706521589831 62.4931748437953 49.0775036163841 5 0.971676711484733
123 66 50.1788617886179 66.3416925889631 66.4519375119486 59.2279891192373 65.8246587421898 49.9236284355649 5 0.255233353052972
124 69 50.3306451612903 68.3354231472408 67.7259687559743 61.670991839428 68.8412329371095 50.8774470137867 5 0.546801852496351
125 94 50.68 87.5838557868102 80.8629843779871 69.753243879571 92.7420616468555 53.0335746630973 5 2.35357466309734
126 29 50.5079365079365 43.6459639467026 54.9314921889936 59.5649329096782 32.1871030823428 51.8318959299425 5 1.32395942200597
127 44 50.4566929133858 43.9114909866756 49.4657460944968 55.6736996822587 43.4093551541171 51.4403011334454 5 0.983608220059523
128 100 50.84375 85.9778727466689 74.7328730472484 66.755274761694 97.1704677577059 53.8682860767731 5 3.02453607677309
129 49 50.8294573643411 58.2444681866672 61.8664365236242 62.3164560712705 51.4085233878853 53.6248717729344 4 0.579066023544193
130 89 51.1230769230769 81.3111170466668 75.4332182618121 68.9873420534529 87.1204261693943 55.3936281842877 5 4.27055126121079
131 97 51.4732824427481 93.0777792616667 86.2166091309061 75.9905065400897 96.5060213084697 57.4739467750733 5 6.00066433232524
132 46 51.4318181818182 57.7694448154167 66.108304565453 68.4928799050672 48.5253010654235 56.9002494363197 4 2.90651711639471
133 12 51.1353383458647 23.4423612038542 39.0541522827265 54.3696599288004 13.8262650532712 54.6552369645037 3 3.23432158293576
134 83 51.3731343283582 68.1105903009635 61.0270761413633 61.5272449466003 79.5413132526636 56.0724751162785 5 4.69934078792028
135 71 51.5185185185185 70.2776475752409 66.0135380706816 63.8954337099502 71.4270656626332 56.8188513604646 5 5.30033284194604
136 68 51.639705882353 68.5694118938102 67.0067690353408 64.9215752824627 68.1713532831317 57.3779087924414 5 5.7382029100884
137 42 51.5693430656934 48.6423529734526 54.5033845176704 59.191181461847 43.3085676641566 56.6090133528193 1 2.92699009224089
138 7 51.2463768115942 17.4105882433631 30.7516922588352 46.1433860963853 8.81542838320783 54.1285626851783 5 2.8821858735841
139 69 51.3741007194245 56.1026470608408 49.8758461294176 51.8575395722889 65.9907714191604 54.8721345509194 3 0.483438852864467
140 82 51.5928571428572 75.5256617652102 65.9379230647088 59.3931546792167 81.199538570958 56.2285278233734 5 4.63567068051627
141 41 51.5177304964539 49.6314154413026 53.4689615323544 54.7948660094125 43.0099769285479 55.4671014322048 1 1.88631505515136
142 87 51.7676056338028 77.6578538603256 70.2344807661772 62.8461495070594 84.8004988464274 57.0437463605945 5 5.27614072679169
143 16 51.5174825174825 31.4144634650814 43.1172403830886 51.1346121302945 19.4400249423214 54.9915590425648 3 0.382870387187985
144 22 51.3125 24.3536158662704 32.5586201915443 43.8509590977209 21.8720012471161 53.3419810904365 5 2.02948109043653
145 84 51.5379310344828 69.0884039665676 58.2793100957721 53.8882193232907 80.8936000623558 54.8748820359147 3 2.3502882888079
146 76 51.7054794520548 74.2721009916419 67.1396550478861 59.416164492468 76.2446800031178 55.931137934119 5 4.22565848206418
147 6 51.3945578231293 23.0680252479105 36.569827523943 46.062123369351 9.51223400015589 53.434581037413 5 2.04002321428377
148 74 51.5472972972973 61.2670063119776 55.2849137619715 53.0465925270133 70.7756117000078 54.4628519855424 3 1.49929522971594
149 73 51.6912751677852 70.0667515779944 64.1424568809858 58.0349443952599 72.8887805850004 55.3897093862653 5 3.69843421848002
150 38 51.6 46.0166878944986 51.0712284404929 53.026208296445 39.74443902925 54.520223916952 2 0.528771559507135
151 82 51.8013245033113 73.0041719736247 66.5356142202464 60.2696562223337 79.8872219514625 55.8942127211044 5 4.09288821779312
152 85 52.0197368421053 82.0010429934062 75.7678071101232 66.4522421667503 84.7443610975731 57.3495020850492 5 5.3297652429439
153 15 51.7777777777778 31.7502607483515 45.3839035550616 53.5891816250627 18.4872180548787 55.2320269807967 3 1.81140384728493
154 53 51.7857142857143 47.6875651870879 49.1919517775308 53.441886218797 51.2743609027439 55.1204256317569 4 0.511353382970377
155 48 51.7612903225807 47.921891296772 48.5959758887654 52.0814146640978 48.1637180451372 54.764404350169 3 0.320124341517115
156 1 51.4358974358975 12.730472824193 24.7979879443827 39.3110609980733 3.35818590225686 52.0761841326606 5 0.640286696763134
157 41 51.3694267515924 33.9326182060482 32.8989939721913 39.733295748555 39.1179092951128 51.5223749260276 5 0.152948174435188
158 6 51.0822784810127 12.9831545515121 19.4494969860957 31.2999718114162 7.65589546475564 49.2462561797262 5 1.8360223012865
159 37 50.9937106918239 30.995788637878 28.2247484930478 32.7249788585622 35.5327947732378 48.6339433707399 5 2.35976732108405
160 20 50.8 22.7489471594695 24.1123742465239 29.5437341439216 20.7766397386619 47.2022462022029 5 3.59775379779715
161 92 51.055900621118 74.6872367898674 58.056187123262 45.1578006079412 88.4388319869331 49.4421338920927 5 1.61376672902531
162 14 50.8271604938272 29.1718091974668 36.028093561631 37.3683504559559 17.7219415993467 47.6700271974881 5 3.1571332963391
163 87 51.0490797546013 72.5429522993667 61.5140467808155 49.7762628419669 83.5360970799673 49.6365258376137 3 1.27281691263431
164 43 51 50.3857380748417 52.2570233904077 48.0821971314752 45.0268048539984 49.304699545733 1 0.614261925158345
165 50 50.9939393939394 50.0964345187104 51.1285116952039 48.5616478486064 49.7513402426999 49.3394645684463 2 0.134572301264456
166 33 50.8855421686747 37.2741086296776 42.0642558476019 44.6712358864548 33.837567012135 48.522491340024 5 2.36305082865069
167 6 50.6167664670659 13.8185271574194 24.032127923801 35.0034269148411 7.39187835060675 46.3963667730228 5 4.22039969404307
168 48 50.6011904761905 39.4546317893548 36.0160639619005 38.2525701861308 45.9695939175303 46.4765484343717 5 4.12464204181882
169 15 50.3905325443787 21.1136579473387 25.5080319809502 32.4394276395981 16.5484796958765 44.9027210126531 5 5.48781153172563
170 3 50.1117647058824 7.52841448683468 14.2540159904751 25.0795707296986 3.67742398479383 42.8075849620204 5 7.30417974386194
171 2 49.8304093567252 3.38210362170867 8.12700799523756 19.3096780472739 2.08387119923969 40.7672057139194 5 9.06320364280576
172 77 49.9883720930233 58.5955259054272 42.5635039976188 33.7322585354555 73.254193559962 42.5788454282234 5 7.40952666479984
173 98 50.2658959537572 88.1488814763568 70.2817519988094 49.7991939015916 96.7627096779981 45.3499031568123 3 0.466702052165651
174 74 50.4022988505747 77.5372203690892 72.1408759994047 55.8493954261937 75.1381354838999 46.7824079989717 5 3.61989085160307
175 55 50.4285714285715 60.6343050922723 63.5704379997023 55.6370465696453 56.006906774195 47.1932875990231 5 3.23528382954838
176 5 50.1704545454546 18.9085762730681 34.2852189998512 42.977784927234 7.55034533870975 45.0836232190719 5 5.08683132638265
177 99 50.4463276836158 78.977144068267 66.6426094999256 56.9833386954255 94.4275172669355 47.7794420581183 5 2.66688562549752
178 26 50.308988764045 39.2442860170668 46.3213047499628 49.2375040215691 29.4213758633468 46.6904699552124 3 1.07148474247586
179 40 50.2513966480447 39.8110715042667 43.1606523749814 46.9281280161768 39.4710687931673 46.3559464574518 3 3.32326863186788
180 92 50.4833333333334 78.9527678760667 67.5803261874907 58.1960960121326 89.3735534396584 48.6381491345792 5 1.84518419875416
181 31 50.3756906077348 42.9881919690167 49.2901630937453 51.3970720090995 33.9186776719829 47.7562416778502 3 1.02138140136464
182 3 50.1153846153846 12.9970479922542 26.1450815468727 39.2978040068246 4.54593388359915 45.5184295939577 5 4.59695502142691
183 29 50 24.9992619980635 27.5725407734363 36.7233530051184 27.77729669418 44.6925081142598 5 5.30749188574018
184 54 50.0217391304348 46.7498154995159 40.7862703867182 41.0425147538388 52.688864834709 45.1578827085468 4 2.66712570427419
185 31 49.9189189189189 34.937453874879 35.8931351933591 38.5318860653791 32.0844432417354 44.4499885731195 5 5.46893034579944
186 41 49.8709677419355 39.4843634687197 38.4465675966795 39.1489145490343 40.5542221620868 44.2774891444635 5 5.59347859747197
187 5 49.6310160427808 13.6210908671799 21.7232837983398 30.6116859117758 6.77771110810434 42.3136146872404 5 7.31740135554042
188 99 49.8936170212766 77.655272716795 60.3616418991699 47.7087644338318 94.3888855554052 45.1479339528783 3 2.1848525874448
189 49 49.8888888888889 56.1638181791987 54.6808209495849 48.0315733253739 51.2694442777703 45.3405372552344 4 1.38055538888135
190 52 49.9 53.0409545447997 53.3404104747925 49.0236799940304 51.9634722138885 45.6735103924727 3 0.876320005969625
191 20 49.7434554973822 28.2602386361999 36.6702052373962 41.7677599955228 21.5981736106944 44.3898348728491 5 5.35362062453316
192 16 49.5677083333333 19.06505965905 26.3351026186981 35.3258199966421 16.2799086805347 42.9703431292066 5 6.59736520412675
193 36 49.4974093264249 31.7662649147625 31.1675513093491 35.4943649974816 35.0139954340267 42.6218259727463 5 6.87558335367861
194 46 49.479381443299 42.4415662286906 38.5837756546745 38.1207737481112 45.4506997717013 42.790734674109 4 4.02868167159766
195 83 49.6512820512821 72.8603915571727 60.7918878273373 49.3405803110834 81.1225349885851 44.8011979404035 3 0.310701740198681
196 27 49.5357142857143 38.4650978892932 43.8959439136686 43.7554352333125 29.7061267494293 43.9111380433833 5 5.62457624233097
197 12 49.3451776649746 18.6162744723233 27.9479719568343 35.8165764249844 12.8853063374715 42.3155811412142 5 7.02959652376046
198 27 49.2323232323233 24.9040686180808 27.4739859784172 33.6124323187383 26.2942653168736 41.5498020841535 5 7.68252114816979
199 2 48.9949748743719 7.72601715452021 14.7369929892086 25.7093242390537 3.21471326584368 39.5723119799458 5 9.42266289442609
200 52 49.01 40.9315042886301 33.3684964946043 32.2819931792903 49.5607356632922 40.1936963809485 4 0.550735663292166
201 97 49.2487562189055 82.9828760721575 65.1842482473022 48.4614948844677 94.6280367831646 43.0340115619011 3 0.787261334437765
202 69 49.3465346534654 72.4957190180394 67.0921241236511 53.5961211633508 70.2814018391582 44.332310983806 3 4.24958650988543
203 2 49.1133004926109 19.6239297545098 34.5460620618255 40.6970908725131 5.41407009195791 42.2156954346157 5 6.89760505799514
204 69 49.2107843137255 56.6559824386275 51.7730310309128 47.7728181543848 65.8207035045979 43.5549106628849 3 1.43796615934068
205 6 49 18.6639956096569 28.8865155154564 37.3296136157886 8.99103517522989 41.6771651297407 5 7.32283487025933
206 14 48.8300970873787 15.1659989024142 21.4432577577282 31.4972102118415 13.7495517587615 40.2933068732537 5 8.53679021412501
207 83 48.9951690821256 66.0414997256036 52.2216288788641 44.3729076588811 79.5374775879381 42.428641529591 2 3.22645979673847
208 59 49.0432692307692 60.7603749314009 55.610814439432 48.0296807441608 60.0268738793969 43.2572094531114 3 1.01358848660843
209 57 49.0813397129187 57.9400937328502 56.305407219716 50.2722605581206 57.1513436939698 43.9443489804559 3 1.19092084520194
210 20 48.9428571428572 29.4850234332126 38.152703609858 42.7041954185905 21.8575671846985 42.7471315314331 5 6.19572561142409
211 27 48.8388625592417 27.6212558583031 32.576351804929 38.7781465639428 26.7428783592349 41.9597749548614 5 6.87908760438032
212 73 48.9528301886793 61.6553139645758 52.7881759024645 47.3336099229571 70.6871439179617 43.5117862071183 3 1.61922026572213
213 36 48.8920187793427 42.4138284911439 44.3940879512323 44.5002074422178 37.7343571958981 43.1361968967624 3 4.39181133712489
214 10 48.7102803738318 18.103457122786 27.1970439756161 35.8751555816634 11.3867178597949 41.4793870519243 5 7.23089332190749
215 100 48.9488372093023 79.5258642806965 63.5985219878081 51.9063666862475 95.5693358929897 44.4054176993281 3 2.9575294769452
216 53 48.9675925925926 59.6314660701741 58.299260993904 52.1797750146857 55.1284667946495 44.8351468143617 3 3.21218242209304
217 23 48.8479262672811 32.1578665175435 40.649630496952 44.8848312610142 24.6064233397325 43.7433894736436 3 3.96309500626688
218 100 49.0825688073395 83.0394666293859 70.324815248476 58.6636234457607 96.2303211669866 46.5562199999614 5 2.52634880737804
219 39 49.0365296803653 50.0098666573465 54.662407624238 53.7477175843205 41.8615160583493 46.1784089999634 1 0.973336976981159
220 96 49.25 84.5024666643366 75.331203812119 64.3107881882404 93.2930758029175 48.6694885499652 5 0.58051145003482
221 43 49.2217194570136 53.3756166660842 59.1656019060595 58.9830911411803 45.5146537901459 48.3860141224669 5 0.83570533454666
222 45 49.2027027027027 47.093904166521 52.0828009530297 55.4873183558852 45.0257326895073 48.2167134163436 5 0.985989286359136
223 97 49.4170403587444 84.5234760416303 74.5414004765149 65.8654887669139 94.4012866344754 50.6558777455264 5 1.238837386782
224 2 49.2053571428572 22.6308690104076 38.2707002382574 49.8991165751854 6.62006433172377 48.2230838582501 3 0.693759432328264
225 22 49.0844444444445 22.1577172526019 30.1353501191287 42.9243374313891 21.2310032165862 46.9119296653376 5 2.17251477910688
226 93 49.2787610619469 75.2894293131505 61.5676750595644 55.4432530735418 89.4115501608293 49.2163331820707 5 0.0624278798762106
227 21 49.1541850220264 34.5723573282876 41.2838375297822 46.8324398051564 24.4205775080415 47.8055165229672 5 1.34866849905927
228 43 49.1271929824562 40.8930893320719 42.1419187648911 45.8743298538673 42.0710288754021 47.5652406968188 5 1.56195228563734
229 96 49.3318777292577 82.223272333018 69.0709593824456 58.4057473904004 93.3035514437701 49.9869786619779 5 0.655100932720224
